,movieId,person_name,role
27952,10472,Shawn Hatosy,Eddie Hicks
27953,10472,Zak Orth,Monk Jablonski
27954,10472,Ashton Kutcher,Jim Morrison
27955,10472,Rosario Dawson,Lana
27956,10472,Henry Winkler,Chef Ray
27957,11282,John Cho,Harold Lee
27958,11282,Kal Penn,Kumar Patel
27959,11282,Paula Garcés,Maria
27960,11282,Neil Patrick Harris,Neil Patrick Harris
27961,11282,David Krumholtz,Goldstein
27962,11282,Malin Åkerman,Liane
27963,11282,Fred Willard,Dr. Willoughby
27964,11282,Anthony Anderson,Burger Shack Employee
27965,11282,Ethan Embry,Billy Carver
27966,11282,Eddie Kaye Thomas,Rosenberg
27967,11282,Ryan Reynolds,Male Nurse
27968,11282,Christopher Meloni,Freakshow
27969,6521,Gary Oldman,Sheldon Runyon
27970,6521,Joan Allen,Laine Hanson
27971,6521,Jeff Bridges,President Jackson Evans
27972,6521,Christian Slater,Reginald Webster
27973,6521,Sam Elliott,Kermit Newman
27974,6521,Saul Rubinek,Jerry Tolliver
27975,6521,Philip Baker Hall,Oscar Billings
27976,6521,Kathryn Morris,Paige Willomina
27977,14181,Giovanni Ribisi,Seth Davis
27978,14181,Vin Diesel,Chris Varick
27979,14181,Nia Long,Abbie Halpert
27980,14181,Tom Everett Scott,Michael Brantley
27981,14181,Ben Affleck,Jim Young
27982,14181,Nicky Katt,Greg Weinstein
27983,14181,Scott Caan,Richie O'Flaherty
27984,14181,Ron Rifkin,Judge Marty Davis
27985,14181,Jamie Kennedy,Adam
27986,14181,Siobhan Fallon,Michelle
27987,14181,Mark Webber,Kid
27988,1621,Eddie Murphy,Billy Ray Valentine
27989,1621,Dan Aykroyd,Louis Winthorpe III
27990,1621,Jamie Lee Curtis,Ophelia
27991,1621,Jim Belushi,Harvey
27992,1621,Denholm Elliott,Coleman
27993,1621,Paul Gleason,Clarence Beeks
27994,1621,Frank Oz,Corrupt Cop
27995,1621,Giancarlo Esposito,Cellmate #2
27996,9656,Michelle Trachtenberg,Melissa
27997,9656,Mary Elizabeth Winstead,Heather Fitzgerald
27998,9656,Lacey Chabert,Dana
27999,9656,Andrea Martin,Barbara 'Ms. Mac' MacHenry
28000,9656,Crystal Lowe,Lauren Hannon
28001,9656,Karin Konoval,Billy's Mother
28002,16428,Jamie Foxx,Quincy Watson
28003,16428,Morris Chestnut,Evan
28004,16428,Jennifer Esposito,Rita Monroe
28005,16428,Gabrielle Union,Nikki
28006,16428,Octavia Spencer,Stylist
28007,10705,Kenneth Branagh,Henry V
28008,10705,Derek Jacobi,Chorus
28009,10705,Brian Blessed,Exeter
28010,10705,Emma Thompson,Katherine
28011,10705,Judi Dench,Mistress Quickly
28012,10705,Alec McCowen,Bishop of Ely
28013,10705,Ian Holm,Captain Fluellen
28014,10705,John Sessions,Macmorris
28015,10705,Robbie Coltrane,Sir John Falstaff
28016,10705,Christian Bale,Robin the Luggage-Boy
28017,10705,Michael Maloney,Louis the Dauphin
28018,8272,Laura Linney,Wendy Savage
28019,8272,Philip Seymour Hoffman,Jon Savage
28020,8272,Philip Bosco,Lenny Savage
28021,8272,Cara Seymour,Kasia
28022,8272,Peter Friedman,Larry
28023,8272,David Zayas,Eduardo
28024,8272,Debra Monk,Nancy Lachman
28025,8272,Maddie Corman,Annie
28026,8272,Margo Martindale,Roz
28027,8272,Zoe Kazan,Student
28028,24621,Roselyn Sánchez,Lorena
28029,24621,Sofía Vergara,Cici
28030,24621,Freddy Rodríguez,Victor
28031,1619,Benicio del Toro,Mr. Longbaugh
28032,1619,Ryan Phillippe,Mr. Parker
28033,1619,Juliette Lewis,Robin
28034,1619,James Caan,Joe Sarno
28035,1619,Taye Diggs,Jeffers
28036,1619,Nicky Katt,Obecks
28037,1619,Geoffrey Lewis,Abner Mercer
28038,1619,Sarah Silverman,Raving Bitch
28039,1619,Scott Wilson,Hale Chidduck
28040,9685,Kieran Culkin,"Jason 'Igby' Slocumb, Jr."
28041,9685,Claire Danes,Sookie Sapperstein
28042,9685,Jeff Goldblum,D.H. Banes
28043,9685,Jared Harris,Russel
28044,9685,Amanda Peet,Rachel
28045,9685,Ryan Phillippe,Oliver 'Ollie' Slocumb
28046,9685,Bill Pullman,Jason Slocumb
28047,9685,Susan Sarandon,Mimi Slocumb
28048,9685,Rory Culkin,10-Year-Old Igby
28049,9685,Bill Irwin,"Lt. Ernest Smith, Pershing Academy"
28050,9685,Celia Weston,Bunny
28051,14425,Jeremy Piven,James 'Droz' Andrews
28052,14425,David Spade,Rand McPherson
28053,14425,Jon Favreau,Gutter
28054,14425,Jake Busey,Mersh
28055,14425,Maddie Corman,Womynist #2
28056,14425,Matt Ross,Raji
28057,14425,Jody Racicot,Pigman
28058,14425,Thomas Mitchell,Bantam Draper
28059,14624,James Garner,Howard 'Red' Stevens
28060,14624,Abigail Breslin,Emily Rose
28061,14624,Bill Cobbs,Mr. Theophillis 'Ted' Hamilton
28062,14624,Brett Rice,Bill Stevens
28063,14624,Mircea Monroe,Caitlin
28064,14624,Brian Dennehy,Gus
28065,10179,Anjelica Huston,Maida
28066,10179,Ron Perlman,Zeno
28067,10179,John Carradine,Supreme Commander
28068,10179,Ian Abercrombie,Hymie
28069,10179,Max von Sydow,
28070,15568,Carly Schroeder,Grace Bowen
28071,15568,Dermot Mulroney,Bryan Bowen
28072,15568,Elisabeth Shue,Lindsay Bowen
28073,14057,David Duchovny,Tom
28074,14057,Julianne Moore,Rebecca
28075,14057,Billy Crudup,Tobey
28076,14057,Maggie Gyllenhaal,Elaine
28077,14057,Justin Bartha,Jasper Bernard
28078,14057,Eva Mendes,Faith Faison
28079,14057,Ellen Barkin,Norah
28080,14057,Garry Shandling,Dr. Beekman
28081,14057,Dagmara Domińczyk,Pamela
28082,14057,Jim Gaffigan,Gordon
28083,14057,James Le Gros,Dante
28084,12621,Steve Coogan,Dana Marschz
28085,12621,Catherine Keener,Brie Marschz
28086,12621,Skylar Astin,Rand Posin
28087,12621,Marshall Bell,Principal Rocker
28088,12621,David Arquette,Gary
28089,12621,Elisabeth Shue,Elisabeth Shue
28090,12621,Marco Rodríguez,Mr. Marquez
28091,1808,Ewan McGregor,Curt Wild
28092,1808,Christian Bale,Arthur Stuart
28093,1808,Jonathan Rhys Meyers,Brian Slade
28094,1808,Janet McTeer,Female narrator (voice)
28095,1808,Toni Collette,Mandy Slade
28096,1808,Eddie Izzard,Jerry Devine
28097,67675,Gwyneth Paltrow,Holly Holliday
28098,67675,Jane Lynch,Sue Sylvester
28099,29514,Harvey Keitel,Roderick Usher
28100,29514,E.G. Marshall,Steven Pike
28101,29514,Bingo O'Malley,Ernest Valdemar
28102,29514,Kim Hunter,Gloria Pym
28103,29514,Martin Balsam,Mr. Pym
28104,29514,Sally Kirkland,Eleonora
28105,29514,Tom Atkins,Det. Grogan
28106,29514,Julie Benz,Betty
28107,29514,Tom Savini,The Monomaniac
28108,250349,Lambert Wilson,Antoine
28109,12454,James Corden,Rory
28110,12454,Timothy Spall,Phil
28111,12454,Ruth Sheen,Maureen
28112,12454,Lesley Manville,Penny
28113,12454,Sally Hawkins,Samantha
28114,12454,Daniel Mays,Jason
28115,12454,Leo Bill,Young Man
28116,39806,Barry Pepper,Thurston
28117,39806,Will Patton,Sanford B. Dole
28118,8883,Christian Berkel,Hoffmann
28119,8883,Jesper Christensen,Flames Vater
28120,17926,Kip Pardue,Euan Falcon
28121,17926,Carrie Fisher,Carrie
28122,17926,Shannyn Sossamon,Josie
28123,17926,Steven Strait,Luke Falcon
28124,17926,Fisher Stevens,Garrett Schweck
28125,291081,Andrew Garfield,Eddie Dunford
28126,291081,David Morrissey,Maurice Jobson
28127,291081,Michelle Dockery,Kathryn Tyler
28128,291081,Eddie Marsan,Jack Whitehead
28129,291081,Daniel Mays,Michael Myshkin
28130,291081,Cara Seymour,Mary Cole
28131,291081,Peter Mullan,Martin Laws
28132,291081,Rebecca Hall,Paula Garland
28133,291081,Sean Harris,Bob Craven
28134,291081,Sean Bean,John Dawson
28135,291081,Steven Robertson,Sgt. Bob Fraser
28136,41248,Catherine Deneuve,Louise
28137,25968,Sarah Michelle Gellar,Veronika
28138,25968,David Thewlis,Dr. Blake
28139,25968,Jonathan Tucker,Edward
28140,25968,Erika Christensen,Claire
28141,25968,Melissa Leo,Mari
28142,25968,Victor Slezak,Gabriel Durant
28143,25968,Adrian Martinez,Nurse #1
28144,52010,Terence Stamp,Severus (voice)
28145,52010,John Hurt,Carnak
28146,52010,Sean Pertwee,Proteus (voice)
28147,52010,Donald Sumpter,Pythol (voice)
28148,52010,Johnny Harris,Nidon (voice)
28149,11588,Ryan Phillippe,Simon Cable
28150,11588,Sarah Polley,Clair
28151,11588,Piper Perabo,Anna
28152,11588,Stephen Rea,Doctor Newman
28153,11588,Stephen Lang,Mr. Travitt
28154,11588,Stephen Graham,Travis
28155,43418,Bella Heathcote,Marjorie Waddell
28156,43418,Tom Green,Warren Hutchings
28157,13483,Hayden Christensen,Clay Beresford
28158,13483,Jessica Alba,Sam Lockwood
28159,13483,Terrence Howard,Dr. Jack Harper
28160,13483,Lena Olin,Lilith Beresford
28161,13483,Christopher McDonald,Dr. Larry Lupin
28162,13483,Sam Robards,Clayton Beresford Sr.
28163,13483,Arliss Howard,Dr. Jonathan Neyer
28164,13483,Fisher Stevens,Dr. Puttnam
28165,13483,David Harbour,Dracula
28166,13483,Denis O'Hare,Financial News Analyst
28167,333355,Tom Kane,Yoda
28168,333355,Corey Burton,Count Dooku / San Hill
28169,333355,Nick Jameson,Supreme Chancellor Palpatine
28170,333355,Nick Jameson,Supreme Chancellor Palpatine / Darth Sidious
28171,333355,Cree Summer,Luminara Unduli
28172,333355,Anthony Daniels,C-3PO
28173,333355,Grey Griffin,Asajj Ventress / Padmé Amidala / Shaak-Ti
28174,333355,Kevin Michael Richardson,K'Kruhk / Sha'A Gi
28175,327833,Dolph Lundgren,Nick Cassidy
28176,327833,Ron Perlman,Viktor Dragovic
28177,327833,Michael Jai White,Reed
28178,327833,Cary-Hiroyuki Tagawa,Senator Khat
28179,327833,Mike Dopud,Goran
28180,327833,Patrick Sabongui,Detective Russell
28181,327833,Michael Adamthwaite,Detective Monroe
28182,1547,Jason Patric,Michael Emerson
28183,1547,Corey Feldman,Edgar Frog
28184,1547,Dianne Wiest,Lucy Emerson
28185,1547,Kiefer Sutherland,David
28186,1547,Edward Herrmann,Max
28187,25196,Jeff Bridges,Bad Blake
28188,25196,Maggie Gyllenhaal,Jean Craddock
28189,25196,Colin Farrell,Tommy Sweet
28190,25196,Robert Duvall,Wayne
28191,25196,Paul Herman,Jack Greene
28192,25196,Tom Bower,Bill Wilson
28193,25196,Beth Grant,Jo Ann
28194,16323,Bette Midler,Mary Rose Foster
28195,16323,Alan Bates,Rudge Campbell
28196,16323,Harry Dean Stanton,Billy Ray
28197,16323,David Keith,Pfc. Mal
28198,16323,Doris Roberts,Mrs. Foster
28199,16323,Jonathan Banks,
28200,175528,Paula Patton,Montana Moore
28201,175528,Adam Brody,Sam
28202,175528,Djimon Hounsou,Quinton
28203,175528,Taye Diggs,Langston
28204,175528,Christina Milian,Taylor
28205,175528,Derek Luke,William Wright
28206,175528,Terrence Jenkins,Sheree's Fiance
28207,175528,Lauren London,Sheree Moore
28208,175528,La La Anthony,Tanya
28209,175528,Affion Crockett,Cedric
28210,8069,Jane Fonda,Barbarella
28211,8069,David Hemmings,Dildano
28212,71805,Gabriel Byrne,Lt. John Merrick
28213,9451,Matthew Broderick,Jim McAllister
28214,9451,Reese Witherspoon,Tracy Flick
28215,9451,Chris Klein,Paul Metzler
28216,9451,Colleen Camp,Judith R. Flick
28217,9451,Matt Malloy,Vice-Principal Ron Bell
28218,9451,Jeanine Jackson,Jo Metzler
28219,9451,Holmes Osborne,Dick Metzler
28220,16727,Kal Penn,Gogol/Nikhil
28221,16727,Irrfan Khan,Ashoke Ganguli
28222,16727,Jacinda Barrett,Maxine Ratliffe
28223,272693,Mae Whitman,Bianca Piper
28224,272693,Bella Thorne,Madison Morgan
28225,272693,Romany Malco,Principal Buchanon
28226,272693,Ken Jeong,Mr. Arthur
28227,272693,Allison Janney,Dottie Piper
28228,10696,Terrence Howard,Timothy Walker
28229,150202,Chad Michael Murray,
28230,150202,Cicely Tyson,
28231,150202,Emily Alyn Lind,
28232,150202,Andrea Frankle,
28233,29963,Abbie Cornish,Fanny Brawne
28234,29963,Ben Whishaw,John Keats
28235,29963,Paul Schneider,Mr. Brown
28236,29963,Thomas Brodie-Sangster,Samuel
28237,29963,Jonathan Aris,Mr. Hunt
28238,29963,Roger Ashton-Griffiths,shopkeeper
28239,152747,Robert Redford,Our Man
28240,62676,Mary Elizabeth Mastrantonio,Donna De Angelo
28241,62676,David Strathairn,'Jumpin' Joe Gastineau
28242,62676,Kris Kristofferson,'Smilin' Jack Johannson
28243,1116,Cillian Murphy,Damien O'Donovan
28244,1116,Liam Cunningham,Dan
28245,1116,Roger Allam,John Hamilton
28246,14353,Alexa PenaVega,Shilo Wallace
28247,14353,Paul Sorvino,Rotti Largo
28248,14353,Anthony Stewart Head,Nathan Wallace / Repo Man
28249,14353,Bill Moseley,Luigi Largo
28250,11818,Billy Zane,Sam William Marshall
28251,680,John Travolta,Vincent Vega
28252,680,Samuel L. Jackson,Jules Winfield
28253,680,Uma Thurman,Mia Wallace
28254,680,Bruce Willis,Butch Coolidge
28255,680,Ving Rhames,Marsellus Wallace
28256,680,Harvey Keitel,Wolf
28257,680,Eric Stoltz,Lance
28258,680,Tim Roth,Pumpkin
28259,680,Amanda Plummer,Honey Bunny
28260,680,Quentin Tarantino,Jimmie Dimmick
28261,680,Christopher Walken,Captain Koons
28262,680,Rosanna Arquette,Jody
28263,680,Peter Greene,Zed
28264,680,Phil LaMarr,Marvin
28265,680,Steve Buscemi,Buddy Holly
28266,680,Bronagh Gallagher,Trudi
28267,680,Frank Whaley,Brett
28268,680,Paul Calderon,Paul
28269,680,Kathy Griffin,Hit-and-run Witness
28270,680,Julia Sweeney,Raquel
28271,11176,Frank Oz,Miss Piggy / Fozzie Bear / Animal / Sam the Eagle / Doc Hopper's Men / Marvin Suggs (uncredited) / Swedish Chef (hands) (uncredited) / Motorcycle Guy (uncredited) (voice)
28272,11176,Dave Goelz,The Great Gonzo / Dr. Bunsen Honeydew / Zoot / Doglion / Iraqian in El Sleezo Cafe / Pig (voice)
28273,11176,Charles Durning,Doc Hopper
28274,11176,Austin Pendleton,Max
28275,11176,Mel Brooks,Professor Max Krassman
28276,11176,James Coburn,El Sleezo Cafe Owner
28277,11176,Dom DeLuise,Bernie the Agent
28278,11176,Elliott Gould,Beauty Contest Compere
28279,11176,Madeline Kahn,El Sleezo Patron
28280,11176,Carol Kane,"""Myth"""
28281,11176,Cloris Leachman,Miss Tracy
28282,11176,Steve Martin,Insolent Waiter
28283,11176,Orson Welles,Lew Lord
28284,11176,Melinda Dillon,Woman with Balloon
28285,11176,John Landis,
28286,242582,Jake Gyllenhaal,Louis Bloom
28287,242582,Rene Russo,Nina Romina
28288,242582,Bill Paxton,Joe Loder
28289,242582,Ann Cusack,Linda
28290,242582,Michael Papajohn,Security Guard
28291,242582,Marco Rodríguez,Scrapyard Owner
28292,11217,Kevin Heffernan,Lars
28293,11217,Bill Paxton,Coconut Pete
28294,11217,Nat Faxon,Manny
28295,15121,Julie Andrews,Maria
28296,15121,Christopher Plummer,Captain Von Trapp
28297,2619,Tom Hanks,Allen Bauer
28298,2619,Daryl Hannah,Madison
28299,2619,Eugene Levy,Walter Kornbluth
28300,2619,John Candy,Freddie Bauer
28301,773,Greg Kinnear,Richard Hoover
28302,773,Toni Collette,Sheryl Hoover
28303,773,Steve Carell,Uncle Frank
28304,773,Paul Dano,Dwayne Hoover
28305,773,Abigail Breslin,Olive Hoover
28306,773,Alan Arkin,Grandpa Edwin Hoover
28307,773,Bryan Cranston,Stan Grossman
28308,773,Beth Grant,Nancy Jenkins
28309,773,Matt Winston,Pageant MC
28310,773,Julio Oscar Mechoso,Mechanic
28311,773,Dean Norris,State Trooper McCleary
28312,773,Mary Lynn Rajskub,Pageant Assistant Pam
28313,773,Mel Rodriguez,Officer Martinez
28314,235,Corey Feldman,Teddy Duchamp
28315,235,Jerry O'Connell,Vern Tessio
28316,235,Kiefer Sutherland,Ace Merrill
28317,235,Richard Dreyfuss,Gordon Lachance (Adult)
28318,235,John Cusack,Denny Lachance
28319,235,Casey Siemaszko,Billy Tessio
28320,235,Marshall Bell,Mr. Lachance
28321,170,Cillian Murphy,Jim
28322,170,Naomie Harris,Selena
28323,170,Brendan Gleeson,Frank
28324,170,Leo Bill,Private Jones
28325,170,Christopher Eccleston,Major Henry West
28326,170,David Schneider,Scientist
28327,10734,Clint Eastwood,Frank Morris
28328,10734,Fred Ward,John Anglin
28329,10734,Jim Haynie,Guard
28330,10734,Danny Glover,Inmate
28331,37964,Sanaa Lathan,Sidney 'Syd' Shaw
28332,37964,Taye Diggs,Andre Romulus 'Dre' Ellis
28333,37964,Yasiin Bey,Chris 'Cav' Anton Vichon
28334,37964,Queen Latifah,fracine
28335,37964,Nicole Ari Parker,Reese Marie Wiggam Ellis
28336,37964,Boris Kodjoe,Kelby Dawson
28337,37964,Wendell Pierce,Simon
28338,37964,Common,Himself
28339,37964,Method Man,Himself
28340,28121,Lynn Whitfield,Brandi
28341,28121,Martin Lawrence,Darnell
28342,28121,Regina King,Mia
28343,40807,Joseph Gordon-Levitt,Adam Lerner
28344,40807,Seth Rogen,Kyle Hirons
28345,40807,Anna Kendrick,Katherine McKay
28346,40807,Bryce Dallas Howard,Rachael
28347,40807,Anjelica Huston,Diane Lerner
28348,40807,Matt Frewer,Mitch
28349,40807,Philip Baker Hall,Alan
28350,10885,Joshua Jackson,Benjamin Shaw
28351,10885,David Denman,Bruno
28352,225565,Zac Efron,Jason
28353,225565,Miles Teller,Daniel
28354,225565,Michael B. Jordan,Mikey
28355,225565,Imogen Poots,Ellie Andrews
28356,225565,Jessica Lucas,Vera Walker
28357,225565,Josh Pais,Fred
28358,225565,John Rothman,Chelsea's Dad
28359,225565,Dan Bittner,Preppy Guy
28360,16471,Chevy Chase,Max Fielder
28361,16471,Dabney Coleman,Mark Winslow
28362,16471,Mary Kay Place,Lorraine
28363,16471,Brian Doyle-Murray,Brian Stills
28364,385736,Mahershala Ali,Marlon
28365,11971,Kenneth Branagh,Benedikt
28366,11971,Michael Keaton,Dogberry
28367,11971,Keanu Reeves,Don Juan
28368,11971,Emma Thompson,Beatrice
28369,11971,Denzel Washington,Don Pedro of Aragon
28370,11971,Kate Beckinsale,Hero
28371,11971,Brian Blessed,Antonio
28372,11971,Phyllida Law,Ursula
28373,11971,Imelda Staunton,Margaret
28374,668,Lois Maxwell,Miss Moneypenny
28375,668,Bernard Lee,M
28376,668,Desmond Llewelyn,Q
28377,11596,Robert Englund,Freddy Krueger / Himself
28378,11596,Miko Hughes,Dylan Porter
28379,11596,Matt Winston,Charles 'Chuck' Wilson
28380,11596,Bodhi Elfman,TV Studio P.A.
28381,11596,W. Earl Brown,Morgue Attendant
28382,11596,Jsu Garcia,Himself (as Nick Corri)
28383,11596,Lin Shaye,Nurse with Pills
28384,11596,Sandra Ellis Lafferty,Senior Nurse with Needle
28385,14429,Melissa Joan Hart,Nicole Maris
28386,14429,Stephen Collins,Mr. Maris
28387,14429,Adrian Grenier,Chase Hammond
28388,14429,Ali Larter,Dulcie
28389,14429,Mark Webber,David Ednasi
28390,13751,Keke Palmer,Akeelah
28391,13751,Laurence Fishburne,Dr. Larabee
28392,13751,Angela Bassett,Tanya
28393,13751,Curtis Armstrong,Mr. Welch
28394,13751,Tzi Ma,Mr. Chiu
28395,13751,Lee Garlington,Regional Judge
28396,9490,Dave Chappelle,Thurgood Jenkins / Sir Smoke-a-Lot
28397,9490,Harland Williams,Kenny Davis
28398,9490,Snoop Dogg,Scavenger Smoker
28399,9490,Clarence Williams III,Samson Simpson
28400,9490,Jon Stewart,Enhancement Smoker
28401,9490,Janeane Garofalo,I'm Only Creative When I Smoke Smoker
28402,14536,Renée Zellweger,Lucy Hill
28403,14536,Harry Connick Jr.,Ted Mitchell
28404,14536,J.K. Simmons,Stu Kopenhafer
28405,14536,Siobhan Fallon,Blanche Gunderson
28406,14536,Frances Conroy,Trudy Van Uuden
28407,1359,Christian Bale,Patrick Bateman
28408,1359,Willem Dafoe,Det. Donald Kimball
28409,1359,Jared Leto,Paul Allen
28410,1359,Josh Lucas,Craig McDermott
28411,1359,Samantha Mathis,Courtney Rawlinson
28412,1359,Matt Ross,Luis Carruthers
28413,1359,Chloë Sevigny,Jean
28414,1359,Cara Seymour,Christie
28415,1359,Justin Theroux,Timothy Bryce
28416,1359,Reese Witherspoon,Evelyn Williams
28417,1359,Reg E. Cathey,Homeless Man
28418,9962,Jennifer Aniston,Justine Last
28419,9962,Jake Gyllenhaal,Holden Worther
28420,9962,Zooey Deschanel,Cheryl
28421,9962,John C. Reilly,Phil Last
28422,9962,Deborah Rush,Gwen Jackson
28423,9962,Mike White,Corny
28424,9962,John Carroll Lynch,"Jack Field, Your Store Manager"
28425,9962,Tim Blake Nelson,Bubba
28426,9962,John Doe,Mr. Worther
28427,9962,Aimee Garcia,Nurse
28428,15049,Colm Feore,Martin Ward
28429,15049,Erik Knudsen,Jonathan Ward
28430,22821,Sean Patrick Flanery,Connor MacManus
28431,22821,Norman Reedus,Murphy MacManus
28432,22821,Billy Connolly,Poppa Il Duce
28433,22821,Clifton Collins Jr,Romeo
28434,22821,Julie Benz,Eunice Bloom
28435,22821,Peter Fonda,The Roman
28436,22821,Richard Fitzpatrick,The Chief
28437,22821,Willem Dafoe,Paul Smecker (uncredited)
28438,22821,Matthew G. Taylor,Giant
28439,42819,Alexandra Maria Lara,Deirdre Rothemund
28440,42819,Laura Linney,Caroline Gund
28441,42819,Anthony Hopkins,Adam Gund
28442,42819,Hiroyuki Sanada,Pete
28443,209263,Catherine Keener,Marianne
28444,209263,James Gandolfini,Albert
28445,209263,Toni Collette,Sarah
28446,209263,Ben Falcone,Will
28447,209263,Toby Huss,Peter
28448,37735,Emma Stone,Olive Penderghast
28449,37735,Stanley Tucci,Dill Penderghast
28450,37735,Amanda Bynes,Marianne
28451,37735,Cam Gigandet,Micah
28452,37735,Lisa Kudrow,Mrs. Griffith
28453,37735,Malcolm McDowell,Principal Gibbons
28454,37735,Patricia Clarkson,Rosemary Penderghast
28455,37735,Thomas Haden Church,Mr. Griffith
28456,37735,Stacey Travis,Marianne's Mom
28457,59930,Larenz Tate,Drew Tate
28458,59930,Joe Morton,Kenny Tate
28459,59930,Glynn Turman,Spencer Phillips
28460,59930,Morris Chestnut,Harold Lee
28461,59930,Jada Pinkett Smith,Lauren Kelly
28462,10873,John Malkovich,F. W. Murnau
28463,10873,Willem Dafoe,Max Schreck
28464,10873,Udo Kier,Albin Grau
28465,10873,Cary Elwes,Fritz Arno Wagner
28466,10873,Catherine McCormack,Greta Schröder
28467,10873,Eddie Izzard,Gustav von Wangenhein
28468,51588,Dean Norris,Frank Prescott
28469,23570,David Schwimmer,Tom Thompson
28470,23570,Gwyneth Paltrow,Julie DeMarco
28471,23570,Michael Rapaport,Brad Schorr
28472,23570,Toni Collette,Cynthia
28473,23570,Carol Kane,Tom's Mother
28474,23570,Michael Vartan,Scott
28475,23570,Mark Margolis,Philip DeMarco
28476,23570,Barbara Hershey,Ruth Abernathy
28477,19489,Jamie Foxx,Michael
28478,19489,Nia Long,Rae
28479,19489,Barry Corbin,Pembry
28480,19489,Jake Busey,Beaumont
28481,19489,Roselyn Sánchez,Trina
28482,19489,Sarah Paulson,Mary
28483,19489,Michael Shamus Wiles,Biker
28484,19489,Julie Hagerty,Gloria
28485,19489,Gary Owen,Clute
28486,14629,Penélope Cruz,Isabella Oliveira
28487,14629,John de Lancie,Alex Reeves
28488,14629,Ana Gasteyer,Claudia Hunter
28489,14629,Harold Perrineau,Monica Jones
28490,8293,Vanessa Redgrave,Ruth Wilcox
28491,8293,Helena Bonham Carter,Helen Schlegel
28492,8293,Emma Thompson,Margaret Schlegel
28493,8293,Anthony Hopkins,Henry J. Wilcox
28494,8293,Simon Callow,Music and Meaning Lecturer (uncredited)
28495,291270,David Thewlis,Michael Stone (voice)
28496,291270,Jennifer Jason Leigh,Lisa Hesselman (voice)
28497,291270,Tom Noonan,Everyone Else (voice)
28498,44009,Jim Broadbent,Tom
28499,44009,Lesley Manville,Mary
28500,44009,Ruth Sheen,Gerri
28501,44009,Peter Wight,Ken
28502,44009,David Bradley,Ronnie
28503,44009,Martin Savage,Carl
28504,44009,Phil Davis,Jack
28505,44009,Imelda Staunton,Janet
28506,44009,Ralph Ineson,Drill Worker
28507,1958,Catherine Deneuve,Gaby
28508,1958,Isabelle Huppert,Augustine
28509,1958,Ludivine Sagnier,Catherine
28510,13154,Dolph Lundgren,Sgt. Chris Kenner
28511,13154,Cary-Hiroyuki Tagawa,Funekei Yoshida
28512,13154,Tia Carrere,Minako Okeya
28513,26618,Joaquin Phoenix,Clay Bidwell
28514,26618,Vince Vaughn,Lester Long
28515,26618,Janeane Garofalo,Agent Dale Shelby
28516,26618,Gregory Sporleder,Earl
28517,43923,Emma Roberts,Noelle
28518,43923,Zach Galifianakis,Bobby
28519,43923,Viola Davis,Dr. Eden Minerva
28520,43923,Zoë Kravitz,Nia
28521,43923,Lauren Graham,Lynn Gilner
28522,43923,Jim Gaffigan,George Gilner
28523,43923,Jeremy Davies,Smitty
28524,43923,Aasif Mandvi,Dr. Mahmoud
28525,43923,Bernard White,Muqtada
28526,43923,Adrian Martinez,Johnny
28527,43923,Daniel London,Solomon
28528,46138,Sally Hawkins,Rita O'Grady
28529,46138,Bob Hoskins,Albert Passingham
28530,46138,Miranda Richardson,Barbara Castle
28531,46138,Geraldine James,Connie
28532,46138,Daniel Mays,Eddie O'Grady
28533,46138,Rosamund Pike,Lisa Hopkins
28534,46138,Kenneth Cranham,Monty Taylor
28535,46138,Rupert Graves,Peter Hopkins
28536,46138,Richard Schiff,Robert Tooley
28537,46138,John Sessions,Harold Wilson
28538,46138,Angus Barnett,Passing Van Driver
28539,45791,Jim Broadbent,Arthur  Morrison
28540,45791,Colin Firth,Blake  Morrison
28541,45791,Juliet Stevenson,Kim  Morrison
28542,45791,Gina McKee,Kathy  Morrison
28543,45791,Carey Mulligan,Rachel
28544,26306,Jared Leto,Steve Prefontaine
28545,26306,R. Lee Ermey,Bill Bowerman
28546,26306,Ed O'Neill,Bill Dellinger
28547,26306,Breckin Meyer,Pat Tyson
28548,110683,Faye Dunaway,Lady Barbara Skelton
28549,110683,John Gielgud,Hogarth
28550,110683,Denholm Elliott,Sir Ralph Skelton
28551,110683,Alan Bates,Jerry Jackson
28552,110683,Marina Sirtis,Jackson's Girl
28553,110683,Celia Imrie,Servant at Inn
28554,26963,Brendan Gleeson,Abbot Cellach (voice)
28555,198277,Mark Ruffalo,Dan Mulligan
28556,198277,Keira Knightley,Gretta James
28557,198277,Hailee Steinfeld,Violet Mulligan
28558,198277,Catherine Keener,Miriam Hart
28559,198277,James Corden,Steve
28560,198277,Yasiin Bey,Saul
28561,198277,Maddie Corman,Phillis
28562,7870,Edward Norton,Harlan
28563,7870,Evan Rachel Wood,Tobe
28564,7870,David Morse,Wade
28565,7870,Rory Culkin,Lonnie
28566,7870,Bruce Dern,Charlie
28567,7870,John Diehl,Steve
28568,7870,Geoffrey Lewis,Sheridan
28569,7870,Elizabeth Peña,Gale
28570,7870,Kat Dennings,April
28571,7870,Hunter Parrish,Kris
28572,13072,Alec Baldwin,Caesar
28573,13072,Scott Caan,Carmine Mancuso
28574,13072,Jerry Ferrara,Bobby Canzoneri
28575,13072,Freddie Prinze Jr.,Michael Turner
